Symbol,Description,OrderID,Quantity,Action,Exchange,Side,Price,News
ADBE,Adobe Systems Inc,2203,319000,M,2,S,113.55,0
ADI,Analog Devices Inc,3204,677000,M,3,S,76.41,0
ADP,Automatic Data Processing Inc,3105,327000,M,3,B,95.27,0
ADSK,Autodesk Inc,1206,636000,M,1,S,81.26,0
AKAM,Akamai Technologies Inc,3207,605000,M,3,S,68.9,0
ALXN,Alexion Pharmaceuticals Inc,1208,300000,M,1,S,132.37,0
AMAT,Applied Materials Inc,1109,283000,M,1,B,35.04,100
AMGN,Amgen Inc,1210,373000,M,1,S,159.83,0
AMZN,Amazon.com Inc,1211,492000,M,1,S,832.48,0
ATVI,Activision Blizzard Inc,3112,427000,M,3,B,40.4,0
AVGO,Broadcom Ltd,1213,182000,M,1,S,213.77,0
BBBY,Bed Bath & Beyond Inc,3114,595000,M,3,B,39.81,0
BIDU,Baidu Inc,1215,691000,M,1,S,174.02,100
BIIB,Biogen Inc,3216,282000,M,3,S,282.01,100
BMRN,Biomarin Pharmaceutical Inc,1217,694000,M,1,S,88.67,0
CA,CA Inc,3118,662000,M,3,B,31.1,0
CELG,Celgene Corp,3119,247000,M,3,B,117.19,0
CERN,Cerner Corp,3220,479000,M,3,S,62.16,0
CHKP,Check Point Software Technologies Ltd,1121,527000,M,1,B,97.96,0
CHTR,Charter Communications Inc,2122,843000,M,2,B,326.94,0
CMCSA,Comcast Corp,3123,257000,M,3,B,75.67,50
COST,Costco Wholesale Corp,2124,680000,M,2,B,161.89,0
CSCO,Cisco Systems Inc,1125,268000,M,1,B,30.54,50
CSX,CSX Corp,1226,766000,M,1,S,47.36,0
CTRP,Ctrip.Com International Ltd,2227,769000,M,2,S,42.86,0
CTSH,Cognizant Technology Solutions Corp,1128,987000,M,1,B,52.46,100
CTXS,Citrix Systems Inc,1229,918000,M,1,S,67.93,0
DISCA,Discovery Communications Inc,2230,502000,M,2,S,27.94,0
DISCK,Discovery Communications Inc,1231,605000,M,1,S,27.59,100
DISH,DISH Network Corp,3132,231000,M,3,B,61.22,50
DLTR,Dollar Tree Inc,3133,583000,M,3,B,72,50
EA,Electronic Arts,2134,113000,M,2,B,83.1,0
EBAY,eBay Inc,1235,370000,M,1,S,24.22,0
ESRX,Express Scripts Holding Co,2136,946000,M,2,B,68.95,50
EXPE,Expedia Inc,3237,633000,M,3,S,120.89,0
FAST,Fastenal Co,3138,346000,M,3,B,52.63,0
FB,Facebook,3239,696000,M,3,S,133.23,0
FISV,Fiserv Inc,1240,235000,M,1,S,105.49,0
FOX,21st Century Fox Class B,2141,748000,M,2,B,31.41,100
FOXA,21st Century Fox Class A,2142,571000,M,2,B,27.68,0
GILD,Gilead Sciences Inc,2143,421000,M,2,B,72.82,0
GOOG,Alphabet Class C,3244,355000,M,3,S,795.87,0
GOOGL,Alphabet Class A,3145,621000,M,3,B,815.19,0
HSIC,Henry Schein Inc,2246,147000,M,2,S,159.73,0
ILMN,Illumina Inc,2247,857000,M,2,S,163.03,50
INCY,Incyte Corp,2248,100000,M,2,S,124.36,50
INTC,Intel Corp,2249,936000,M,2,S,36.6,0
INTU,Intuit Inc,1250,145000,M,1,S,117.72,0
ISRG,Intuitive Surgical Inc,2151,344000,M,2,B,697.05,0
AAL,American Airlines Group Inc,3201,971000,M,3,S,44.11,0
AAPL,Apple Inc,2202,918000,M,2,S,128.93,100
ADBE,Adobe Systems Inc,2203,381000,M,2,S,113.59,0
ADI,Analog Devices Inc,1104,725000,M,1,B,76.28,0
ADP,Automatic Data Processing Inc,1205,898000,M,1,S,95.27,0
ADSK,Autodesk Inc,3106,372000,M,3,B,81.25,0
AKAM,Akamai Technologies Inc,3107,203000,M,3,B,68.88,0
ALXN,Alexion Pharmaceuticals Inc,2108,413000,M,2,B,132.28,0
AMAT,Applied Materials Inc,2109,313000,M,2,B,28.01,0
AMGN,Amgen Inc,3210,197000,M,3,S,159.82,0
AMZN,Amazon.com Inc,1111,202000,M,1,B,832.27,0
ATVI,Activision Blizzard Inc,1112,218000,M,1,B,40.42,50
AVGO,Broadcom Ltd,2213,981000,M,2,S,203.76,50
BBBY,Bed Bath & Beyond Inc,2114,481000,M,2,B,39.82,0
BIDU,Baidu Inc,3215,914000,M,3,S,172.02,50
BIIB,Biogen Inc,3116,776000,M,3,B,288.86,100
BMRN,Biomarin Pharmaceutical Inc,2217,281000,M,2,S,88.7,0
CA,CA Inc,3218,853000,M,3,S,31.1,0
CELG,Celgene Corp,1219,320000,M,1,S,117.41,0
CERN,Cerner Corp,3120,161000,M,3,B,53.95,0
CHKP,Check Point Software Technologies Ltd,3121,646000,M,3,B,97.95,0
CHTR,Charter Communications Inc,2122,563000,M,2,B,326.97,0
CMCSA,Comcast Corp,2123,722000,M,2,B,78.71,100
COST,Costco Wholesale Corp,3224,681000,M,3,S,161.99,0
CSCO,Cisco Systems Inc,2225,341000,M,2,S,34.09,100
CSX,CSX Corp,3126,698000,M,3,B,47.22,50
CTRP,Ctrip.Com International Ltd,1227,492000,M,1,S,42.85,0
CTSH,Cognizant Technology Solutions Corp,1128,786000,M,1,B,45.48,100
CTXS,Citrix Systems Inc,3129,398000,M,3,B,71.31,0
DISCA,Discovery Communications Inc,1130,957000,M,1,B,27.94,0
DISCK,Discovery Communications Inc,3131,675000,M,3,B,26.49,0
DISH,DISH Network Corp,3232,181000,M,3,S,66.25,0
DLTR,Dollar Tree Inc,2133,636000,M,2,B,72.01,0
EA,Electronic Arts,2134,497000,M,2,B,83.08,0
EBAY,eBay Inc,3135,407000,M,3,B,32.05,100
ESRX,Express Scripts Holding Co,1136,715000,M,1,B,69.99,0
EXPE,Expedia Inc,3237,350000,M,3,S,120.97,0
FAST,Fastenal Co,1138,634000,M,1,B,49.67,0
FB,Facebook,1139,777000,M,1,B,133.14,0
FISV,Fiserv Inc,1140,235000,M,1,B,105.35,100
FOX,21st Century Fox Class B,2241,720000,M,2,S,24.44,0
FOXA,21st Century Fox Class A,3242,132000,M,3,S,31.78,0
GILD,Gilead Sciences Inc,3243,116000,M,3,S,72.98,0
GOOG,Alphabet Class C,3144,226000,M,3,B,795.81,0
GOOGL,Alphabet Class A,2145,271000,M,2,B,815.21,0
HSIC,Henry Schein Inc,1146,544000,M,1,B,159.74,50
ILMN,Illumina Inc,2247,231000,M,2,S,162.96,0
INCY,Incyte Corp,1148,583000,M,1,B,129.37,0
INTC,Intel Corp,2149,415000,M,2,B,36.44,50
INTU,Intuit Inc,1150,155000,M,1,B,117.59,100
ISRG,Intuitive Surgical Inc,2251,599000,M,2,S,697.18,0
AAL,American Airlines Group Inc,1201,274000,M,1,S,43.94,50
AAPL,Apple Inc,2102,790000,M,2,B,120.92,0
ADBE,Adobe Systems Inc,2203,874000,M,2,S,113.7,50
ADI,Analog Devices Inc,2204,756000,M,2,S,76.35,0
ADP,Automatic Data Processing Inc,2105,467000,M,2,B,95.25,0
ADSK,Autodesk Inc,1206,903000,M,1,S,81.33,0
AKAM,Akamai Technologies Inc,1207,725000,M,1,S,68.96,0
ALXN,Alexion Pharmaceuticals Inc,1108,809000,M,1,B,132.3,50
AMAT,Applied Materials Inc,2109,155000,M,2,B,35.03,50
AMGN,Amgen Inc,1210,430000,M,1,S,159.81,0
AMZN,Amazon.com Inc,2111,532000,M,2,B,832.22,0
ATVI,Activision Blizzard Inc,3212,256000,M,3,S,36.03,0
AVGO,Broadcom Ltd,2213,438000,M,2,S,208.72,0
BBBY,Bed Bath & Beyond Inc,2114,539000,M,2,B,39.84,100
BIDU,Baidu Inc,2115,758000,M,2,B,172.91,0
BIIB,Biogen Inc,1116,183000,M,1,B,288.87,50
BMRN,Biomarin Pharmaceutical Inc,3117,772000,M,3,B,88.62,0
CA,CA Inc,3118,144000,M,3,B,31.1,100
CELG,Celgene Corp,2219,192000,M,2,S,117.38,100
CERN,Cerner Corp,2120,734000,M,2,B,53.98,0
CHKP,Check Point Software Technologies Ltd,3121,330000,M,3,B,98,0
CHTR,Charter Communications Inc,2122,157000,M,2,B,326.94,0
CMCSA,Comcast Corp,2223,331000,M,2,S,81.77,0
COST,Costco Wholesale Corp,2224,308000,M,2,S,161.96,0
CSCO,Cisco Systems Inc,2225,233000,M,2,S,37.73,0
CSX,CSX Corp,3226,500000,M,3,S,42.78,0
CTRP,Ctrip.Com International Ltd,3127,951000,M,3,B,42.86,0
CTSH,Cognizant Technology Solutions Corp,1128,270000,M,1,B,45.53,50
CTXS,Citrix Systems Inc,3229,567000,M,3,S,71.38,0
DISCA,Discovery Communications Inc,2230,188000,M,2,S,28.16,100
DISCK,Discovery Communications Inc,1131,791000,M,1,B,27.49,100
DISH,DISH Network Corp,1232,293000,M,1,S,61.38,0
DLTR,Dollar Tree Inc,2133,378000,M,2,B,76.52,0
EA,Electronic Arts,3134,364000,M,3,B,83.12,100
EBAY,eBay Inc,1135,449000,M,1,B,24.03,0
ESRX,Express Scripts Holding Co,3236,282000,M,3,S,69.06,100
EXPE,Expedia Inc,2137,277000,M,2,B,120.87,0
FAST,Fastenal Co,1138,114000,M,1,B,49.71,0
FB,Facebook,1139,548000,M,1,B,133.19,50
FISV,Fiserv Inc,3240,145000,M,3,S,99.42,50
FOX,21st Century Fox Class B,3241,337000,M,3,S,31.48,50
FOXA,21st Century Fox Class A,2242,237000,M,2,S,31.78,0
GILD,Gilead Sciences Inc,3143,421000,M,3,B,72.8,0
GOOG,Alphabet Class C,2144,641000,M,2,B,795.79,0
GOOGL,Alphabet Class A,3145,321000,M,3,B,815.19,100
HSIC,Henry Schein Inc,3246,632000,M,3,S,160.3,0
ILMN,Illumina Inc,2247,429000,M,2,S,161.97,0
INCY,Incyte Corp,2248,879000,M,2,S,124.39,0
INTC,Intel Corp,3249,122000,M,3,S,33.93,0
INTU,Intuit Inc,1150,687000,M,1,B,124.61,0
ISRG,Intuitive Surgical Inc,3251,574000,M,3,S,697.23,0
AAL,American Airlines Group Inc,3201,982000,M,3,S,40.47,0
AAPL,Apple Inc,2202,481000,M,2,S,129.13,0
ADBE,Adobe Systems Inc,1203,155000,M,1,S,110.17,0
ADI,Analog Devices Inc,2204,377000,M,2,S,76.43,0
ADP,Automatic Data Processing Inc,1205,413000,M,1,S,95.35,0
ADSK,Autodesk Inc,2206,596000,M,2,S,81.37,100
AKAM,Akamai Technologies Inc,2207,422000,M,2,S,69,0
ALXN,Alexion Pharmaceuticals Inc,2208,420000,M,2,S,136.89,0
AMAT,Applied Materials Inc,1209,176000,M,1,S,31.68,0
AMGN,Amgen Inc,2210,257000,M,2,S,159.68,0
AMZN,Amazon.com Inc,2211,172000,M,2,S,832.36,0
ATVI,Activision Blizzard Inc,2212,935000,M,2,S,40.52,0
AVGO,Broadcom Ltd,2113,920000,M,2,B,203.62,0
BBBY,Bed Bath & Beyond Inc,2114,697000,M,2,B,41.8,0
BIDU,Baidu Inc,3215,336000,M,3,S,174.03,0
BIIB,Biogen Inc,2216,624000,M,2,S,285.37,100
BMRN,Biomarin Pharmaceutical Inc,3217,998000,M,3,S,88.8,0
CA,CA Inc,1118,332000,M,1,B,38.09,0
CELG,Celgene Corp,3119,348000,M,3,B,121.3,0
CERN,Cerner Corp,1220,514000,M,1,S,54.05,0
CHKP,Check Point Software Technologies Ltd,2121,785000,M,2,B,97.99,0
CHTR,Charter Communications Inc,2222,851000,M,2,S,327.08,0
CMCSA,Comcast Corp,3223,427000,M,3,S,75.76,100
COST,Costco Wholesale Corp,1224,343000,M,1,S,161.89,0
CSCO,Cisco Systems Inc,3225,985000,M,3,S,30.54,0
CSX,CSX Corp,1126,836000,M,1,B,47.3,0
CTRP,Ctrip.Com International Ltd,2127,689000,M,2,B,42.84,0
CTSH,Cognizant Technology Solutions Corp,1128,277000,M,1,B,49.07,0
CTXS,Citrix Systems Inc,2129,647000,M,2,B,71.29,0
DISCA,Discovery Communications Inc,1130,971000,M,1,B,37.01,100
DISCK,Discovery Communications Inc,3131,906000,M,3,B,26.5,0
DISH,DISH Network Corp,3132,278000,M,3,B,61.27,100
DLTR,Dollar Tree Inc,3233,397000,M,3,S,76.68,0
EA,Electronic Arts,1234,928000,M,1,S,86.23,0
EBAY,eBay Inc,1135,393000,M,1,B,32.04,0
ESRX,Express Scripts Holding Co,1236,867000,M,1,S,71.08,0
EXPE,Expedia Inc,3137,981000,M,3,B,120.82,0
FAST,Fastenal Co,2138,431000,M,2,B,49.67,0
FB,Facebook,3239,923000,M,3,S,133.39,50
FISV,Fiserv Inc,2240,711000,M,2,S,102.45,0
FOX,21st Century Fox Class B,3141,187000,M,3,B,27.93,0
FOXA,21st Century Fox Class A,2142,215000,M,2,B,31.75,0
GILD,Gilead Sciences Inc,2243,795000,M,2,S,72.88,0
GOOG,Alphabet Class C,1244,928000,M,1,S,795.95,0
GOOGL,Alphabet Class A,1145,440000,M,1,B,816.21,0
HSIC,Henry Schein Inc,3246,738000,M,3,S,159.75,0
ILMN,Illumina Inc,1247,522000,M,1,S,161.99,0
INCY,Incyte Corp,3148,860000,M,3,B,124.34,0
INTC,Intel Corp,2149,985000,M,2,B,36.44,0
INTU,Intuit Inc,1250,837000,M,1,S,117.72,0
ISRG,Intuitive Surgical Inc,2251,513000,M,2,S,697.06,0
AAL,American Airlines Group Inc,2201,141000,M,2,S,44.04,0
AAPL,Apple Inc,3202,686000,M,3,S,129.15,0
ADBE,Adobe Systems Inc,3103,752000,M,3,B,113.48,0
ADI,Analog Devices Inc,2204,487000,M,2,S,76.26,0
ADP,Automatic Data Processing Inc,1105,651000,M,1,B,95.24,0
ADSK,Autodesk Inc,1206,273000,M,1,S,81.39,0
AKAM,Akamai Technologies Inc,2107,873000,M,2,B,68.87,100
ALXN,Alexion Pharmaceuticals Inc,2208,435000,M,2,S,132.35,50
AMAT,Applied Materials Inc,2109,691000,M,2,B,35.03,100
AMGN,Amgen Inc,3210,860000,M,3,S,159.7,0
AMZN,Amazon.com Inc,2211,479000,M,2,S,832.32,50
ATVI,Activision Blizzard Inc,3212,738000,M,3,S,40.57,0
AVGO,Broadcom Ltd,2113,647000,M,2,B,203.57,0
BBBY,Bed Bath & Beyond Inc,1214,766000,M,1,S,40.02,0
BIDU,Baidu Inc,2215,708000,M,2,S,173.97,0
BIIB,Biogen Inc,1216,463000,M,1,S,289.01,0
BMRN,Biomarin Pharmaceutical Inc,1117,641000,M,1,B,88.65,0
CA,CA Inc,3118,348000,M,3,B,31.09,50
CELG,Celgene Corp,1219,821000,M,1,S,117.53,0
CERN,Cerner Corp,1120,879000,M,1,B,53.97,0
CHKP,Check Point Software Technologies Ltd,3121,144000,M,3,B,97.94,0
CHTR,Charter Communications Inc,3122,375000,M,3,B,326.93,100
CMCSA,Comcast Corp,1223,630000,M,1,S,81.78,0
COST,Costco Wholesale Corp,1124,325000,M,1,B,161.93,0
CSCO,Cisco Systems Inc,1125,327000,M,1,B,30.54,0
CSX,CSX Corp,3226,409000,M,3,S,47.54,100
CTRP,Ctrip.Com International Ltd,2127,920000,M,2,B,42.88,0
CTSH,Cognizant Technology Solutions Corp,3128,942000,M,3,B,52.58,50
CTXS,Citrix Systems Inc,3129,869000,M,3,B,71.24,0
DISCA,Discovery Communications Inc,1230,723000,M,1,S,37.26,0
DISCK,Discovery Communications Inc,1231,138000,M,1,S,27.62,0
DISH,DISH Network Corp,1132,412000,M,1,B,71.31,0
DLTR,Dollar Tree Inc,3233,637000,M,3,S,76.56,0
EA,Electronic Arts,3234,259000,M,3,S,83.28,0
EBAY,eBay Inc,2135,987000,M,2,B,32,0
ESRX,Express Scripts Holding Co,2236,935000,M,2,S,69.14,50
EXPE,Expedia Inc,1237,910000,M,1,S,120.95,100
FAST,Fastenal Co,3238,303000,M,3,S,49.78,0
FB,Facebook,1139,823000,M,1,B,133.23,100
FISV,Fiserv Inc,3240,184000,M,3,S,105.4,0
FOX,21st Century Fox Class B,2241,914000,M,2,S,31.6,100
FOXA,21st Century Fox Class A,1142,782000,M,1,B,31.76,0
GILD,Gilead Sciences Inc,2143,361000,M,2,B,72.78,0
GOOG,Alphabet Class C,2144,716000,M,2,B,795.75,0
GOOGL,Alphabet Class A,1245,375000,M,1,S,815.23,0
HSIC,Henry Schein Inc,1146,688000,M,1,B,159.76,100
ILMN,Illumina Inc,1147,721000,M,1,B,161.89,0
INCY,Incyte Corp,1148,572000,M,1,B,124.32,0
INTC,Intel Corp,1249,239000,M,1,S,36.48,0
INTU,Intuit Inc,2150,697000,M,2,B,117.6,0
ISRG,Intuitive Surgical Inc,3151,415000,M,3,B,697.09,0
AAL,American Airlines Group Inc,1101,920000,M,1,B,43.99,100
AAPL,Apple Inc,1202,120000,M,1,S,129.19,0
ADBE,Adobe Systems Inc,1103,668000,M,1,B,113.53,0
ADI,Analog Devices Inc,1104,835000,M,1,B,76.24,0
ADP,Automatic Data Processing Inc,2205,588000,M,2,S,95.26,0
ADSK,Autodesk Inc,3106,247000,M,3,B,81.18,0
AKAM,Akamai Technologies Inc,1207,859000,M,1,S,75.02,100
ALXN,Alexion Pharmaceuticals Inc,3208,659000,M,3,S,136.82,0
AMAT,Applied Materials Inc,1109,541000,M,1,B,28.04,0
AMGN,Amgen Inc,3110,212000,M,3,B,159.63,100
AMZN,Amazon.com Inc,3111,374000,M,3,B,829.23,0
ATVI,Activision Blizzard Inc,1112,937000,M,1,B,40.5,50
AVGO,Broadcom Ltd,3113,194000,M,3,B,203.61,0
BBBY,Bed Bath & Beyond Inc,3214,713000,M,3,S,39.97,0
BIDU,Baidu Inc,2115,392000,M,2,B,173.92,0
BIIB,Biogen Inc,3216,780000,M,3,S,282.05,0
BMRN,Biomarin Pharmaceutical Inc,3217,623000,M,3,S,88.81,0
CA,CA Inc,3218,710000,M,3,S,34.65,100
CELG,Celgene Corp,3119,605000,M,3,B,117.32,0
CERN,Cerner Corp,2120,176000,M,2,B,53.92,50
CHKP,Check Point Software Technologies Ltd,1221,443000,M,1,S,98.17,0
CHTR,Charter Communications Inc,3222,231000,M,3,S,317.05,0
CMCSA,Comcast Corp,3123,907000,M,3,B,75.76,0
COST,Costco Wholesale Corp,3124,161000,M,3,B,161.89,100
CSCO,Cisco Systems Inc,3125,819000,M,3,B,30.54,0
CSX,CSX Corp,1126,887000,M,1,B,38.39,100
CTRP,Ctrip.Com International Ltd,2127,330000,M,2,B,42.92,100
CTSH,Cognizant Technology Solutions Corp,3228,559000,M,3,S,49.18,0
CTXS,Citrix Systems Inc,1229,615000,M,1,S,71.25,0
DISCA,Discovery Communications Inc,3230,195000,M,3,S,28.12,0
DISCK,Discovery Communications Inc,2231,606000,M,2,S,27.47,0
DISH,DISH Network Corp,1132,745000,M,1,B,61.28,0
DLTR,Dollar Tree Inc,1233,184000,M,1,S,76.49,0
EA,Electronic Arts,2134,567000,M,2,B,83.11,0
EBAY,eBay Inc,1235,997000,M,1,S,32.06,50
ESRX,Express Scripts Holding Co,2136,147000,M,2,B,70.06,0
EXPE,Expedia Inc,2137,647000,M,2,B,114.9,0
FAST,Fastenal Co,2238,924000,M,2,S,49.82,0
FB,Facebook,1239,168000,M,1,S,133.22,50
FISV,Fiserv Inc,1240,134000,M,1,S,105.5,100
FOX,21st Century Fox Class B,1141,609000,M,1,B,24.42,0
FOXA,21st Century Fox Class A,1142,112000,M,1,B,31.75,0
GILD,Gilead Sciences Inc,2143,193000,M,2,B,72.77,100
GOOG,Alphabet Class C,2244,547000,M,2,S,795.78,100
GOOGL,Alphabet Class A,1145,210000,M,1,B,815.22,0
HSIC,Henry Schein Inc,3246,510000,M,3,S,160.87,0
ILMN,Illumina Inc,3247,557000,M,3,S,162.02,0
INCY,Incyte Corp,2148,795000,M,2,B,124.3,0
INTC,Intel Corp,3249,661000,M,3,S,36.41,0
INTU,Intuit Inc,1250,840000,M,1,S,117.79,0
ISRG,Intuitive Surgical Inc,3251,606000,M,3,S,697.13,100
AAL,American Airlines Group Inc,2101,876000,M,2,B,36.98,50
AAPL,Apple Inc,3102,404000,M,3,B,129.05,100
ADBE,Adobe Systems Inc,2203,959000,M,2,S,113.69,50
ADI,Analog Devices Inc,2104,515000,M,2,B,76.28,0
ADP,Automatic Data Processing Inc,1105,314000,M,1,B,95.26,0
ADSK,Autodesk Inc,1106,586000,M,1,B,81.15,0
AKAM,Akamai Technologies Inc,1207,757000,M,1,S,74.99,0
ALXN,Alexion Pharmaceuticals Inc,1208,614000,M,1,S,132.29,0
AMAT,Applied Materials Inc,3209,846000,M,3,S,35.2,0
AMGN,Amgen Inc,1110,926000,M,1,B,160.63,0
AMZN,Amazon.com Inc,2111,769000,M,2,B,832.19,0
ATVI,Activision Blizzard Inc,2212,948000,M,2,S,36.1,0
AVGO,Broadcom Ltd,1113,806000,M,1,B,203.57,50
BBBY,Bed Bath & Beyond Inc,2114,140000,M,2,B,39.84,0
BIDU,Baidu Inc,2215,655000,M,2,S,174.06,50
BIIB,Biogen Inc,2216,620000,M,2,S,281.97,0
BMRN,Biomarin Pharmaceutical Inc,1217,553000,M,1,S,88.79,0
CA,CA Inc,3218,855000,M,3,S,38.16,0
CELG,Celgene Corp,3119,616000,M,3,B,117.3,0
CERN,Cerner Corp,2220,512000,M,2,S,57.99,0
CHKP,Check Point Software Technologies Ltd,3121,865000,M,3,B,98.03,100
CHTR,Charter Communications Inc,1122,327000,M,1,B,326.92,0
CMCSA,Comcast Corp,1123,643000,M,1,B,75.78,0
COST,Costco Wholesale Corp,1224,775000,M,1,S,169.07,0
CSCO,Cisco Systems Inc,2125,793000,M,2,B,30.57,0
CSX,CSX Corp,3226,891000,M,3,S,38.64,0
CTRP,Ctrip.Com International Ltd,3127,249000,M,3,B,52.94,0
CTSH,Cognizant Technology Solutions Corp,3128,260000,M,3,B,52.55,0
CTXS,Citrix Systems Inc,3129,880000,M,3,B,71.19,0
DISCA,Discovery Communications Inc,3230,782000,M,3,S,28.27,0
DISCK,Discovery Communications Inc,3131,928000,M,3,B,27.45,0
DISH,DISH Network Corp,1132,345000,M,1,B,61.3,50
DLTR,Dollar Tree Inc,1233,953000,M,1,S,76.59,0
EA,Electronic Arts,3134,367000,M,3,B,83.07,100
EBAY,eBay Inc,1135,783000,M,1,B,28.09,0
ESRX,Express Scripts Holding Co,1236,541000,M,1,S,69.12,0
EXPE,Expedia Inc,2237,687000,M,2,S,120.93,0
FAST,Fastenal Co,1138,851000,M,1,B,49.62,0
FB,Facebook,2239,167000,M,2,S,133.39,0
FISV,Fiserv Inc,2240,513000,M,2,S,99.42,0
FOX,21st Century Fox Class B,3141,311000,M,3,B,31.43,0
FOXA,21st Century Fox Class A,3142,814000,M,3,B,31.72,0
GILD,Gilead Sciences Inc,1243,942000,M,1,S,78.78,0
GOOG,Alphabet Class C,1144,571000,M,1,B,789.78,0
GOOGL,Alphabet Class A,1145,166000,M,1,B,815.18,0
HSIC,Henry Schein Inc,2246,994000,M,2,S,159.92,50
ILMN,Illumina Inc,3247,128000,M,3,S,162.08,0
INCY,Incyte Corp,2148,687000,M,2,B,124.27,0
INTC,Intel Corp,1249,764000,M,1,S,36.44,0
INTU,Intuit Inc,2150,364000,M,2,B,117.67,0
ISRG,Intuitive Surgical Inc,1151,308000,M,1,B,694.08,0
AAL,American Airlines Group Inc,3101,441000,M,3,B,40.48,0
AAPL,Apple Inc,2102,400000,M,2,B,121.06,50
ADBE,Adobe Systems Inc,2203,513000,M,2,S,110.1,100
ADI,Analog Devices Inc,2204,874000,M,2,S,76.43,0
ADP,Automatic Data Processing Inc,2205,761000,M,2,S,95.34,50
ADSK,Autodesk Inc,2106,657000,M,2,B,81.18,0
AKAM,Akamai Technologies Inc,2207,236000,M,2,S,69.02,0
ALXN,Alexion Pharmaceuticals Inc,1108,653000,M,1,B,132.18,0
AMAT,Applied Materials Inc,1209,657000,M,1,S,35.18,0
AMGN,Amgen Inc,1110,333000,M,1,B,159.6,50
AMZN,Amazon.com Inc,3111,711000,M,3,B,832.19,0
ATVI,Activision Blizzard Inc,1112,817000,M,1,B,40.53,0
AVGO,Broadcom Ltd,1213,373000,M,1,S,208.7,100
BBBY,Bed Bath & Beyond Inc,3214,826000,M,3,S,39.94,0
BIDU,Baidu Inc,3115,177000,M,3,B,172.85,100
BIIB,Biogen Inc,3216,905000,M,3,S,282.1,0
BMRN,Biomarin Pharmaceutical Inc,1217,611000,M,1,S,88.7,0
CA,CA Inc,2118,570000,M,2,B,31.12,0
CELG,Celgene Corp,2119,308000,M,2,B,117.34,0
CERN,Cerner Corp,3220,202000,M,3,S,54.08,0
CHKP,Check Point Software Technologies Ltd,2121,583000,M,2,B,101.03,50
CHTR,Charter Communications Inc,3222,671000,M,3,S,326.94,50
CMCSA,Comcast Corp,3223,465000,M,3,S,75.88,0
COST,Costco Wholesale Corp,2124,334000,M,2,B,161.96,0
CSCO,Cisco Systems Inc,2125,361000,M,2,B,30.61,0
CSX,CSX Corp,2226,684000,M,2,S,47.57,100
CTRP,Ctrip.Com International Ltd,2227,580000,M,2,S,42.98,0
CTSH,Cognizant Technology Solutions Corp,2128,424000,M,2,B,52.58,0
CTXS,Citrix Systems Inc,3129,638000,M,3,B,71.24,0
DISCA,Discovery Communications Inc,1230,848000,M,1,S,28.21,0
DISCK,Discovery Communications Inc,1231,513000,M,1,S,27.52,0
DISH,DISH Network Corp,2132,180000,M,2,B,66.3,0
DLTR,Dollar Tree Inc,3133,618000,M,3,B,76.53,0
EA,Electronic Arts,2134,350000,M,2,B,86.07,100
EBAY,eBay Inc,2235,366000,M,2,S,32.14,0
ESRX,Express Scripts Holding Co,1136,279000,M,1,B,69.07,0
EXPE,Expedia Inc,3237,714000,M,3,S,120.89,0
FAST,Fastenal Co,2138,956000,M,2,B,49.66,0
FB,Facebook,2239,125000,M,2,S,133.45,0
FISV,Fiserv Inc,1140,562000,M,1,B,105.34,100
FOX,21st Century Fox Class B,3241,489000,M,3,S,31.52,0
FOXA,21st Century Fox Class A,3142,902000,M,3,B,31.69,0
GILD,Gilead Sciences Inc,2143,809000,M,2,B,72.79,0
GOOG,Alphabet Class C,3144,505000,M,3,B,795.75,100
GOOGL,Alphabet Class A,2145,816000,M,2,B,815.23,0
HSIC,Henry Schein Inc,2146,203000,M,2,B,160.32,0
ILMN,Illumina Inc,1147,262000,M,1,B,161.9,0
INCY,Incyte Corp,2148,146000,M,2,B,124.3,50
INTC,Intel Corp,3149,633000,M,3,B,36.4,100
INTU,Intuit Inc,1250,497000,M,1,S,117.68,50
ISRG,Intuitive Surgical Inc,3251,813000,M,3,S,697.09,0
AAL,American Airlines Group Inc,2101,841000,M,2,B,44,0
AAPL,Apple Inc,3102,698000,M,3,B,125.07,0
ADBE,Adobe Systems Inc,2203,173000,M,2,S,106.66,0
ADI,Analog Devices Inc,3104,828000,M,3,B,76.3,0
ADP,Automatic Data Processing Inc,2205,841000,M,2,S,99.78,0
ADSK,Autodesk Inc,2206,370000,M,2,S,81.26,0
AKAM,Akamai Technologies Inc,3107,999000,M,3,B,68.87,0
ALXN,Alexion Pharmaceuticals Inc,3208,646000,M,3,S,132.41,0
AMAT,Applied Materials Inc,1109,251000,M,1,B,35.08,0
AMGN,Amgen Inc,2210,992000,M,2,S,160.09,100
AMZN,Amazon.com Inc,2111,859000,M,2,B,832.17,0
ATVI,Activision Blizzard Inc,3112,880000,M,3,B,40.56,50
AVGO,Broadcom Ltd,3213,557000,M,3,S,213.68,50
BBBY,Bed Bath & Beyond Inc,1214,461000,M,1,S,40,0
BIDU,Baidu Inc,2115,583000,M,2,B,171.82,0
BIIB,Biogen Inc,3116,435000,M,3,B,281.91,0
BMRN,Biomarin Pharmaceutical Inc,3117,815000,M,3,B,88.72,0
CA,CA Inc,3118,174000,M,3,B,31.16,0
CELG,Celgene Corp,1219,956000,M,1,S,117.54,0
CERN,Cerner Corp,3220,920000,M,3,S,54.09,0
